text,class
"SyntaxError: invalid syntaxWell, I have tried to define playlist every way possible. I can't think of any other way. If anyone has any other ideas, I would really appreciate it. Frankly, I would not mind hearing ::""Lola"" that many times. >>> def playlist ['Lola', 'Venus', 'Lola', 'Lola', 'Let It Be', 'Lola', 'ABC', 'Cecilia', 'Lola', 'Lola']"":SyntaxError: invalid syntax>>> def playslist ('Lola', 'Venus', 'Lola', 'Lola', 'Let It Be', 'Lola', 'ABC', 'Cecilia', 'Lola', 'Lola'):	SyntaxError: invalid syntax>>> def playlist 'Lola', 'Venus', 'Lolo', 'Let it Be', 'Lola', 'ABC', 'Cecilia', 'Lola', 'Lola', 'Lola':SyntaxError: invalid syntax>>> def playlist (Lola, Venus, Lola, Let it Be, Lola, ABC, Cecilia, Lola, Lola, Lola): SyntaxError: invalid syntax>>>def playlist ""['Lola', 'Venus', 'Lola', 'Lola', 'Let It Be', 'Lola', 'ABC', 'Cecilia', 'Lola', 'Lola']""SyntaxError: invalid syntax",non-leader
"I had been using my husband's apple computer when I started to submit this assignment. He needed it back, so I am now on my windows's vista PC. After I submitted my last two trys, the grader is not releasing them. I was wondering if using two different computer systems would be a problem. Thanks for your help. (I had to redo the code for the vista --I just need to know if I have to run it through the Mac again in which case I will have to go to my father's house and use a third computer and do it all over again. )Raw ScoreNot available",non-leader
Try the code with a illegal capital letter and see what happens.Looks like you need to put in an example for a lowercase letter also. They give you two choices in the assignment PDF. One could be to restrict every illegal possiblility. That's what I did and it worked.(it was a pretty long list.),non-leader
"Take away your quotes ' ' and add a ( parenthesis after the first .find( then match the parenthesis on the end ).I don't think I had a space after the comma s1.find,(second_parameter). Somehow it worked for me (I hope I am explaining it right). ",non-leader
This student has all the pdf's on his google drive. If you have it you can add them to yours. Stijn Blommerde·,non-leader
The nested loops tape is not working.. I guess I'll be here a while.,non-leader
I see I'm going to have to get that column function first. Thanks a lot.,non-leader
I'll do this now as I have no idea about the other on. Thanks so much Lillian!.,non-leader
"I have only one of these right, the first one. So that's what I am working on. I called range on the board and got the right answer in the funtion. Now I'm trying to work it out. ",non-leader
Thanks I am in the wrong place. I will need this later. I still have to get the one before. Thanks.,non-leader
"Thanks Lillian. It took me three days to get this far. I used for index in range(len(G)) and G was the board: and I don't really know how to do psuedo code but that's the gist of it. I see by Croitoru's post that that will only give me the one correct value on the test case, but I'm not really sure what to do. .Thanks for responding. ",non-leader
"I only passed one of board contains work in column (it passed the expected tests). I I should start over I guess. I think I need help with a loop.I tried a few and will keep trying. On the other hand, I did call Len on the board, but I am not sure how to procede.I tried it the other way and was out of range. It's been a long day. ",non-leader
"Hi Tom, I was doing OK with your example until I got this. ['M', 'T', 'W', 'T', 'F', 'S', 'S']['Monday', 'Tuesday','Wednesday','Thursday', 'Friday', 'Saturday', 'Sunday']Traceback (most recent call last): File ""<pyshell#70>"", line 1, in <module> ['M', 'T', 'W', 'T', 'F', 'S', 'S']['Monday', 'Tuesday','Wednesday','Thursday', 'Friday', 'Saturday', 'Sunday']TypeError: list indices must be integers, not tuple>>> ",non-leader
"You're very kind, Tom. My loops just don't work. First I get a letter, than errors. I'm not even sure what it's asking for. At least I have 5 points. ",non-leader
"I can't even get step two. I've been trying all day. I really don't even understand it. It's very frustrating. If this is beginner, I guess I should do something else. ",non-leader
Thanks for all the help.,non-leader
"I copied it and emailed it to myself from another computer. I hope that works, but I would be curious to find out how this method worked. ",non-leader
It seems to be O K today. I'm resolving the thread.,non-leader
"It's not giving me the right out put. I am not getting an error, but no ""words"".I just looked again. I am getting the whole string.([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1) No, I was wrong. I have an error. raceback (most recent call last): File ""<pyshell#17>"", line 1, in <module> make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1) File ""C:\Users\Sandy\Downloads\a3.py"", line 76, in make_str_from_column for word in list:TypeError: 'type' object is not iterabl",non-leader
Do I need to index or slice it? I'm trying all different ways. I need to get 'NS. Can I just list them?,non-leader
"Ok, So aList = ['hello', 'this', 'is', 'a', 'list']for word in list:print (word)'hello''this''is''a''list' , but what is my variable? O K, so I've got for char in a list. For char in list1 print :""something"" in list 1For char in list2 print algo in list 2So if my list is( (A, B, C, D)(EFGH)) is that one list or two? Do I have to split them up or can I call them list 1 and list 2?",non-leader
I guess I'll have to do a loop. I tried not to as I am not very good at them. I did len on the board and it worked for the example. Now I have this.,non-leader
"Hi Tom, I'm trying to do this function. I only got the first one right.make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1)Traceback (most recent call last): File ""<pyshell#8>"", line 1, in <module> make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1) File ""C:\Users\Sandy\Downloads\a3.py"", line 77, in make_str_from_column for row in (range(len(0))):TypeError: object of type 'int' has no len()",non-leader
I just got this error and my idle isn't working. What does this mean and what can I do about it. Thanks.,non-leader
"Thanks, it finally worked out. You were all a big help. ",non-leader
"In my idle, they all come out the same . I hope this link to drop box works. https://www.dropbox.com/s/u5star3yjuz4xgy/numero4.txt",non-leader
I can't get beyond step one in the visualizer. I can't even paste the link. Thanks anyway.,non-leader
"It's no use. Even with the right code, I'm getting syntax errors and return out of function calls. My idle just doesn't like this one. ",non-leader
"Thanks, Tom",non-leader
Let me know if this is wrong. I am just a beginner too. I will take it off.,non-leader
See what happens if you take away the plus sign and replace it with a comma. Your second function looks correct. (You just need to fill it in with the right parenthesis) something1.find(your correct function) with your correct parenthesis.,non-leader
"Samuel, I also had that problem.There is a whole post on that problem. For me, my indentations on my True and False statements were not quite correct. https://class.coursera.org/programming1-002/forum/thread?thread_id=3025 ",non-leader
"Thanks so much, Tom. I finally did it!. Your patient explanations and teaching moments are deeply appreciated. Take care. ",non-leader
"I appreciate your answer, even though I still can't figure half of these out. I've been at them for 2 whole nights. I have to give the computer back. Oh well, I did my best. ",non-leader
I keep getting an error that Canada is not defined. Are we to use the code exactly as it is? (This is true for Question 5 as well),non-leader
"Wow, thank you so much! I think I have it now. : )",non-leader
"Nevermind. I can figure it out without running it, but I would like to know how to do it with Python on a PC or a Mac.",non-leader
I'm still getting an error. I can't run this in the python shell.,non-leader
Is that true? Because then I must have a bug in my python or I just can't see it.,non-leader
"Thanks, I finally got it in Python. ",non-leader
"I am on a PC now and I am getting the same error as Andris above. I have tried defining x, but that doesn't help in running the other suggestions. Since the question suggests we try this in the shell, it must be possible.3 <= int(x) < 10Traceback (most recent call last): File ""<pyshell#0>"", line 1, in <module> 3 <= int(x) < 10NameError: name 'x' is not definedI used the built in functions to get the int(x) functions and I tried to define it with bool. I do hope someone will go over the homework and in lesson quizes at some point. ",non-leader
Thanks everyone for your encouragement. I am doing better and even got some more right.,non-leader
"Thanks, Anon. and good luck on the assignment. ",non-leader
"I've been working for days and nights and this is the best I can do. I really appreciate all the help that everyone has given, especially, Tom and many others. I really need the ""Python for Dummies"" version. I would recommend that maybe the course description be changed so a first time programmer might know a little more about what they are getting into. I may try again someday.Even though I am a bit discouraged, this was a great class. Thanks so much for giving it. ",non-leader
"What's the IRC Channel, Tom? I'm lookin it up. Is it like google chat or skype?",non-leader
"Tom, thanks so much for all your help. I really appreciate it. ",non-leader
"Thanks, I'll give it a try right now. You have been very helpful, Karl. ",non-leader
I finally got it. Thanks so much for your help.,non-leader
"Wait, I just tested it again and I found a typo. Sorry about that. It was hard to see.",non-leader
"Yes, thanks, that was a great idea and it taught me a lot. (They did match by the way.) Thank you both for your replies.",non-leader
"Well, it sure did drive me crazy. So it just stays wrong then? Too bad. Thanks",non-leader
"I have been trying to figure out what I did wrong on question 15 Test 2 about the capitals. Finally, the answer on my 7th try was marked correct. When I checked back on my test 5, I had the same answer. Is it possible the autograder could be wrong? Could you please look into this. Thank you very much. ",non-leader
I just found an answer that I will post in case someone has the same problem. I have a 64 bit Mac. Here is a good link. http://apple.stackexchange.com/questions/23713/how-do-i-figure-out-if-my-os-is-mac-os-x-32-bit-or-64-bit,non-leader
"I am using my husband's Mac OS Snow Leopard, Version 10.68, and I don't know which Idle to use. How do you tell which one you should use? Thanks",non-leader
"I'm really sorry, but even going near boardlist1 crashes the google. I don't know why. I can't figure out where you are telling me to add the text document in Python. I only have the command line, the idle GUI and the Python Shell and Window and I don't find anything there that deals with putting in a text document. I spent three days putting in ""In Flanders Fields"", so I think I could put it in from the notepad if could get it. Thanks for your help. ",non-leader
"After all the work of putting ""InFlanders Fields"" into python, it now says it is not defined. I am getting errors so I can't test the questions. I know it's there. I've called it by the path, name, everything I can think of. I would like to know how to test it. Any other suggestions as I tried everything here. Thanks. ",non-leader
"I just tried again and google crashed. I cannot find ,txtor on python or any information on search. I will try to copy it myself on to notepad, I have poor eyesight. I will do my best. ",non-leader
"My problem is that the notepad will not copy the board1.txt document. Are you saying that it can copy it in Python? (Sorry, but I am new to programming and had a late start with computers).",non-leader
That's great. How do you create a txtor notepad? Thanks,non-leader
"I cannot copy it on to my notepad. I was able to copy the word list, but the board list is crashing my google. there is a similar post that I will try to link to. When I try to copy and paste this list, google closes up. I haven't even tried to get the rest. Thanks.(I have windows vista).",non-leader
You need to start a new post. Board 1 txt is crashing my google. I will start a post and you can add itHere is the new post. https://class.coursera.org/programming1-002/forum/thread?thread_id=2705,non-leader
"I've been staring at it all day and getting nowhere. I think it's too much for a beginner -- well, at least for me. ",non-leader
Thanks Nick. That's a big help. I wish I had that before I took the test.,non-leader
"Is it just me? My idle can't do this code because of the compress_list and compressed._list.confusion. Is there some sort of error in the doc string? I have gotten this error 4 times. What do you think?  Traceback (most recent call last): File ""<pyshell#43>"", line 1, in compress_list(['a', 'b', 'c', 'd']) File ""C:/Python32/compressedlist.py"", line 17, in compress_list compressed_list.append(L[i] + L[i + 1])MemoryError",non-leader
"I can't find them, Alain. Where would they be? Thanks. ",non-leader
"My best solution right now is to do what Yeray suggested (above) and redo the program with a well placed space after my prompt phrase. But the only thing that stops it prompting is when I type the empty string ' '. It's not perfect, but at least it stops. (I have a window's computer and I used control c to stop it running without having to close the program). I can't see where I did something wrong, although it was a little hard to see (and hear) in the lecture. ",non-leader
I did it both ways. Maybe I am doing it wrong. I'll give it another try.,non-leader
"It happened with all of them, so that's why I was thinking it was in the program code, or maybe the way I wrote it....",non-leader
"I have already submitted my test, but I would have liked to have tested this question in idle. This kept happening last night and I was wondering if it has happened to anyone else. Is it just me? My idle can't do this code because of the compress_list and compressed._list.confusion. Is there some sort of error in the doc string? I have gotten this error 4 times. What do you think? def compress_list(L): """""" (list of str) -> list of str Return a new list with adjacent pairs of string elements from L concatenated together, starting with indices 0 and 1, 2 and 3, and so on. Precondition: len(L) >= 2 and len(L) % 2 == 0 >>> compress_list(['a', 'b', 'c', 'd']) ['ab', 'cd'] """""" compressed_list = [] i = 0 while i < len(L): compressed_list.append(L[i] + L[i + 1]) # MISSING CODE HERE return compressed_list Select the missing line of code. Traceback (most recent call last): File ""<pyshell#43>"", line 1, in compress_list(['a', 'b', 'c', 'd']) File ""C:/Python32/compressedlist.py"", line 17, in compress_list compressed_list.append(L[i] + L[i + 1])MemoryError",non-leader
Thanks Alain...and I just noticed the python code is posted there. That should help a lot. Thanks so much.,non-leader
I just got it. Thanks for the help. Now to read board.,non-leader
"I am just testing, but I can't figure out how to get words_files into my code with this text wrapper. I've tried many different ways, but always get an error code. def read_words(words_file): """""" (file open for reading) -> list of str Return a list of all words (with newlines removed) from open file words_file. Precondition: Each line of the file contains a word in uppercase characters from the standard English alphabet. """""" open('wordlist1.txt', 'r') >>> >>> >>> open('wordlist1.txt', 'r')<_io.TextIOWrapper name='wordlist1.txt' mode='r' encoding='cp1252'>>>> file = open(""wordlist1.txt"")>>> line = words_file.readline()Traceback (most recent call last): File ""<pyshell#42>"", line 1, in <module> line = words_file.readline()NameError: name 'words_file' is not defined def read_words(words_file): """""" (file open for reading) -> list of str I know that the file is already open for reading so I don't open it. So if I proceed with my file open it looks like this. open('wordlist1.txt', 'r')<_io.TextIOWrapper name='wordlist1.txt' mode='r' encoding='cp1252'>>>> file = open(""wordlist1.txt"")Do I call that a words_file?",non-leader
Thank you.,non-leader
It's great information. Thank you very much.,non-leader
"Thanks very much. That helped a lot.  open(""wordlist1.txt"")<_io.TextIOWrapper name='wordlist1.txt' mode='r' encoding='cp1252'>>>> file = open(""wordlist1.txt"")>>> >>> >>> line = file.readline()>>> >>> line'CRUNCHY\n'>>> line = file.readline()>>> line'COWS\n'>>> >>> line = file.readline()>>> line'EAT\n'>>> line = file.readline()>>> line'GRASS\n'>>> line''",non-leader
So that's great. How do I get to the next word?>>> file = file.readline()>>> line'CRUNCHY\n'>>> line'CRUNCHY\n'>>> line'CRUNCHY\n'>>>,non-leader
Thanks a lot. I think it will.,non-leader
Thanks very much. Now I can see the list!,non-leader
"Whatever I do, I can't get my wordlists to open. I have read every post and have worked for hours on this problem. I don't know how to get the wordlist . Can anyone help? Thanks>>> open(""wordlist1.txt"")<_io.TextIOWrapper name='wordlist1.txt' mode='r' encoding='cp1252'>>>> wordlist1.txt.readline()Traceback (most recent call last): File ""<pyshell#14>"", line 1, in <module> wordlist1.txt.readline()NameError: name 'wordlist1' is not defined name = wordlist1.txtNameError: name 'wordlist1' is not defined>>> name = ""wordlist1.txt"">>> ""wordlist1.txt"" = ""wordlist1_wordfile""SyntaxError: can't assign to literal>>> 'wordlist1.txt'.read()Traceback (most recent call last): File ""<pyshell#26>"", line 1, in <module> 'wordlist1.txt'.read()AttributeError: 'str' object has no attribute 'read'>>> ",non-leader
"Hi, I have a window with a black background and some text in Window's vista. I cannot find ""RUN"" either. It say's that it is in ""IDLE"".There is no FILE. . Everything else seems to be working, like the calculator and I can get the builtin menu and call up the help functions, but there is nothing else. What do I do?. Thanks. ",non-leader
"Sorry, don't follow you, I know the pieces, but can't bring them together, and give up for today. It's 6:00 am, and a sleepless night behind. Anyhow - thank you.",non-leader
"Really, can't understand how to reach one row and then another.",non-leader
"I understand that, but got stuck...I am trying to get the length of each row in the board, but the construction like:def make_str_from_column(board, column_index): """""" (list of list of str, int) -> str Return the characters from the column of the board with index column_index as a single string. >>> make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1) 'NS' """""" column_str = '' for i in range(len(board[0])): column_str = board[0][i] + board[1][i]  return column_strdoes not work. It always returns 'TB' whatever the column_index is.",non-leader
"I got errors when submitting, and actually all the rest was stuck since I'm reusing this function:def make_str_from_column(board, column_index): """""" (list of list of str, int) -> str Return the characters from the column of the board with index column_index as a single string. >>> make_str_from_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 1) 'NS' """""" for i in board[0]: column_str = board[0][column_index] + board[1][column_index] return column_strWhat does the following mean?Method Description:None Message:FAILURE: AssertionError 'FE' != 'FEZLXEPULP' - FE + FEZLXEPULP : Wrong data returned for a column.",non-leader
"What is wrong in the following code?def board_contains_word_in_column(board, word): """""" (list of list of str, str) -> bool Return True if and only if one or more of the columns of the board contains word. Precondition: board has at least one row and one column, and word is a valid word. >>> board_contains_word_in_column([['A', 'N', 'T', 'T'], ['X', 'S', 'O', 'B']], 'NO') False """""" for column_index in range(len(board)): if word in make_str_from_column(board, column_index): return True return FalseIt is written in analogues way to board_contains_word_in_row, however, 'TO' and 'TB' return False.",non-leader
Got it. My board_contains_word_in_column does not work correctly.,non-leader
"Is this code working for you?filename = 'D:/lecture_code.txt' file = open(filename, 'w') sentences = ['I wanna be', 'I have to go', 'Would you like?']def write_to_file(file, sentences): """""" (file open for writing, list of str) -> NoneType Write each sentence from sentences to file, one per line. Precondition: the sentences contain no newlines. """""" for s in sentences: file.write(s + '\n')I tried to close file in IDLE after executing the function, but it does not work.",non-leader
My problem is reverse - everything works just fine in IDLE and nothing is written to the file when I execute the function.,non-leader
Why? It will cause ValueError: I/O operation on closed file.,non-leader
"Thank you for answering my second question. However, I still have no idea about the answer to my first question - why everything works in IDLE, and nothing is written to the file when function is used.",non-leader
"Hmm. You're right, that's why the code does not work in case of:>>> filename = 'D:/lecture_code.txt' >>> file = open(filename, 'w') >>> sentences = ['I wanna be', 'I have to go', 'Would you like?'] >>> for s in sentences: file.write(s) file.write('\n')10 1 12 1 15 1 >>> The contents are simply replaced by the last ""\n"". Then the type contract (file open for writing, list of str) -> NoneType seems to be confusing.",non-leader
"Also, file remains empty with this code:>>> filename = 'D:/lecture_code.txt' >>> file = open(filename, 'w') >>> sentences = ['I wanna be', 'I have to go', 'Would you like?'] >>> for s in sentences: file.write(s) file.write('\n')10 1 12 1 15 1 >>> though it is visible, that something should be written",non-leader
"I know about the statement, just did not want to post all the code. OK, I will ask in another way:Why it works:>>> write_to_file(file, sentences) >>> filename = 'D:/lecture_code.txt' >>> file = open(filename, 'w') >>> sentences = ['I wanna be', 'I have to go', 'Would you like?'] >>> for s in sentences: file.write(s) file.write('\n')10 1 12 1 15 1 >>> and the samed code called as function doesn't write anything to the file:filename = 'D:/lecture_code.txt' file = open(filename, 'w')sentences = ['I wanna be', 'I have to go', 'Would you like?']def write_to_file(file, sentences): """""" (file open for writing, list of str) -> NoneType Write each sentence from sentences to file, one per line. Precondition: the sentences contain no newlines. """""" for s in sentences: file.write(s) file.write('\n')lecture_code.txt -- Size 0",non-leader
"I have the following code:filename = 'D:/lecture_code.txt' file = open(filename, 'w')sentences = ['I wanna be', 'I have to go', 'Would you like?']def write_to_file(file, sentences):If I execute code command by command in IDLE, the lines are written to the file. However, when I try to call the function write_to_file(file, sentences)nothing is written. Where may be the problem?",non-leader
Can someboy explain me why there's a the difference between: for i in range(len(list1)): inner_list = [] inner_list.append(list1[i]) inner_list.append(list2[i]) pairs.append(inner_list)and for i in range(len(list1)): inner_list = [] inner_list.append(list1[i]) inner_list.append(list2[i]) pairs.append(inner_list),non-leader
I have spent half a night. Tom Enos's example with print was of the greatest assistance.,non-leader
"Very nice question to confuse :) However, I was lucky to choose the correct answer from the first time.",non-leader
"It seems, that I have succeed finally. Tom Enos - thanks a lot!UPD: Still failure, though results are correct.UPD: Everything is correct. The results were not updated when I checked.",non-leader
"Why type contract output in the shift_left function is NoneType, while it seems to be a list? Thank you in advance for explanation.",non-leader
"What does it do? What are the conditions when it returns True? If it just checks whether the string is a palindrome, why the range is defined as (len(s) // 2)?",non-leader
"I have no previous programming backgound. The reason I used dictionaries was that I do another Python course at Codeacademy at the same time, and a month ago I wrote a script to conditionally change spaces in a .xml doc into unbreakable spaces (needed that for my work). It took a very long while for me to search through various forums and to write the code below, and it was all I knew about Python at the beginning of the course.#!/usr/bin/python3 # Make file backup Import sys, string, os, shutil shutil.copyfile('inputfile/file.sdlxliff', 'backup/file.sdlxliff') # Open file file = open('inputfile/file.sdlxliff', 'r', encoding='utf-8') text = file.read() file.close() # Define replacement function def replace_all(text, dic): for i, j in dic.items(): text = text.replace(i, j) return text # Choose reps for correct target language # Define dictionary setting function def choose_dic():	if 'source-language=""en' in text:	reps = {'№ ':'№ ', ' года':' года', 'г. ':'г. ', 'году ':'году ', ' января':' января', ' февраля':' февраля', ' марта':' марта', ' апреля':' апреля', ' мая':' мая', ' июня':' июня', ' июля':' июля', ' августа':' августа', ' сентября':' сентября', ' октября':' октября', ' ноября':' ноября', ' декабря':' декабря', 'пункт ':'пункт ', 'пункта ':'пункта ', 'пункту ':'пункту ', 'пунктом ':'пунктом ', 'пункте ':'пункте ', 'пункты ':'пункты ', 'пунктов ':'пунктов ', 'пунктам ':'пунктам ', 'пунктами ':'пунктами ', 'пунктах ':'пунктах ', 'статья ':'статья ', 'статьи ':'статьи ', 'статье ':'статье ', 'статью ':'статью ', 'статьей ':'статьей ', 'статьи ':'статьи ', 'статей ':'статей ', 'статьям ':'статьям ', 'статьями ':'статьями ', 'статьях ':'статьях ', 'правила ':'правила '} # Dictionary for Target = Russian	else:	reps = {'no. ':'no. ', 'Article ':'Article ', ' March':' March', ' June':' June'} # Dictionary for Target = English	return reps # Make replacements reps = choose_dic() replaced = replace_all(text, reps) # Save the text with replacements to a new file filereplaced = open('outputfile/file.sdlxliff', 'w', encoding='utf-8') filereplaced.write(replaced) filereplaced.close()",non-leader
"It can be simply checked:>>> a = {'b': 2, 'c': 3, 'a': 1}>>> b = {'c': 3, 'a': 1, 'b': 2}>>> a == bTrueThe correct answer to this question is automatically checked the same way, I think.",non-leader
"Is the order in dict important? As far as I know dict is unordered set of key: value pairs. I haven't attempted to submit my answers yet, though.",non-leader
"Yes, it confused me too, however the right decision to >>> hours_difference(1800.0, 2160.0) 0.1 Is really 0.09999999999999998, at least, the automated checking during submission thinks so. ",non-leader
"They are not, since it was mentioned in the Instructions: Floating-point numbers in this handoutThis assignment involves float calculations, and as you know, these can be inexact. As an example, here is code copied from the Python shell:>>> 7 / 3000 0.0023333333333333335 >>> 7 * (1 / 3000) 0.002333333333333333 Because we leave it up to you to write some expressions, your functions may return values that are very slightly different from the examples in our docstrings. As long as they are very close, your code will be marked as correct; you don't need to make your code match our expected results exactly.Anyhow, I still consider this situation to be confusing.",non-leader
I had refused to prove anything and just submitted the most obvious code where decimals are just not taken into account and values returned are not exactly those that specified in examples in terms of decimals. And bingo - 41 of 41.,non-leader
"Yes, counting frames in the Call Stack seems to be pretty confusing, especially for those who may miss explanation also due to the fact that English is not their first language.",non-leader
"I have answered the Quiz using OR operator, just to pass it, however, firstly I had another variant, and my question is: Why should OR be used? Why can't I use the following statement:return 12 > temp > 28",non-leader
Why do you use str?,non-leader
"BTW, it is not necessary to enter always the result of the last calculation, you can use ""_"" instead. For instance:>>> 30 + 20 50 >>> _ + 10 60 >>> ",non-leader
I know (now) about setting Keys in IDLE Preferences. I just copied and pasted many times until I had decided to google the subject and found out what is used in IDLE instead of Arrow Up. Not a big deal but pretty useful and helps save time.,non-leader
"Yes, you were right, the problem really related to get_hours. Now I have got 42/41. Thank you.",non-leader
"I get error from student: test_get_hours.TestGetHours.test_large_input It checks hours_difference function, I suppose",non-leader
Did you copy my code? You do not get FAILURE: AssertionError 9 != 105 using my code code removed?,non-leader
"Not working since yesterday. I am sure, that I am submitting the correct code from the right place over and over again, and that the file was saved properly.",non-leader
"Method Description:Test large input. Message:FAILURE: AssertionError 9 != 105 I know about 24 hours. And my function does take it into account. Both variants: Code removedand Code removedand are scored as ""Failure"", though seem to be absolutely correct. ",non-leader
"Using ""% 24"" makes the function shorter and simplier. Anyhow, I still get error. ",non-leader
"I still can't understand why I get test large input error, though everything works correctly and modulo division by 24 is taken into account. ",non-leader
Thank you very much!,non-leader
"Dear Instructors,I collect all the course materials, so is there a way for me to get PDFs with the Week 4 Quizzes (I mean those appearing during watching videos). Thank you.",non-leader
"Did you read my message? I have read the first handout. I succesfully passed the Assignment 2. But I did it in another way, with dictionary and str.translate. ",non-leader
"Yes, it passed. I think only the results of the automatic tests are evaluated but not the way how it was made.",non-leader
"If anyone is interested I just want to tell how I apply Mindmaps (special thanks to Tony Buzan) during classes at Coursera. I hope that this information may be useful for other students. I had attempted the course once in 2012 and failed. Now I am doing much better. Introduction About Mind mapping – http://en.wikipedia.org/wiki/Mind_map I am using some of the ideas I have seen in this article (in Russian), slightly modified. http://habrahabr.ru/post/155891/ Mind mapping software I am using great MindMapping software called Xmind (www.xmind.net), it is open-source and its basic version is completely free. More detailed information is provided below. Folders All the information of the course is to be collected and organized – this is how my folders look like: I hope that one day this folder will also contain the certificate of accomplishment. :) All the materials for each week are stored in appropriate folder. For example, this is the contents of Week 4 folder: Quizzes are downloaded in .pdf format and stored in Quizzes folder, the Assignment 2 folder has inside the .py file I submitted for the assignment and the instructions to the Assignment saved (printed in Google Chrome) as a .pdf. Same for each Week exercise - I print as .pdf the results of my best attempt to pass each week's exercise. Xmind All the above was about organizing materials. The most important part is about organizing thoughts and ideas, i.e. about mind mapping. As I have told, I am using Xmind. This is how the fist sheet of my mindmap looks like right now: When letter “c” on any Week branch is clicked, another sheet opens (separate linked sheets are added by Ctrl + Alt + T). It is useful also to rename the default sheet name (Sheet 1) into something like ‘01’ to save space. Here’s a part of the Week 4 sheet: You can see a VLC Player icon at the right side of the “str indexing and slicing” branch – it is a relative link that leads to a video file with the appropriate lecture. Links to Assignment file and Quizzes folder are also added (not visible in the picture). It is also useful to include in mindmaps screenshots taken from videos and IDLE, insert pictures, attach files and make comments. Mindmaps are really pretty useful during exercises and assignments. The mindmap for the course (current version of 4 weeks) is here. Feel free to download it and view it in Xmind. Of course, links to videos and my local folders will not work. If this information is helpful to anyone, I’ll be happy. If you have your own techniques that help in learning – I’ll be very pleased if you tell about them. Thank you for your attention.",non-leader
"I still have no idea how to complete the last two functions in Assignment 2 with the information made available from the lectures. It is possible I suppose, but it seems for me that it's a very complicated way and I was just messed up. I have written them using dictionaries and str.translate so actually I failed to follow the rules.",non-leader
"Am I allowed to use dictionary in this assignment? Like:dictionary = {'A':'T', 'C':'G', 'T':'A', 'G':'C'}",non-leader
"No, of course. I am checking for each character of the sequence against 'ATCG'. However, lowercase also returns True.",non-leader
"I am usingif ... in ...construction. Why do I get True for lowercase sequences? Shouldn't the arguments for this construction be case-sensitive? Finally I could manage it with if ... not in ...however, I am not sure that it'll be accepted when submitted.",non-leader
"As far as I remember, it was written somewhere in the forum that the certificate is unified for all.",non-leader
"Actually, I am moving this way. However, my function and the game still does not work. What is the problem here?def read_board(board_file): board = [] for row in board_file: board.append(row) row = [] for i in range(len(string)): row.append(string[i].rstrip()) return board",non-leader
I have got really stuck with the problem to read the letters from each sublist. The below function is obviously not working^list = []s = ['GTHSFNFG']for i in range(len(s)): list.append(s[i])print(list)How can I get each letter from a list?,non-leader
"Got it, where is mistake.",non-leader
"def read_words(words_file): """""" (file open for reading) -> list of str Return a list of all words (with newlines removed) from open file words_file. Precondition: Each line of the file contains a word in uppercase characters from the standard English alphabet. """""" # code removed # ",non-leader
"Actually, not so long ago the current course Learn to Program: The Fundamentals was also archived. I do already have videos for the Week 7, downloaded that time. So, it's a great probability, that the course Learn to Program: Crafting Quality Code will be repeated.",non-leader
"Finally got 37 of 37. As for the last function, it is important not to use rstrip in str.append at all, because in the last iteration it returns """", but rather to think how to make range(len(string)) (from where characters are taken) not include '\n' at all. ",non-leader
Here's a nice article about Mindmapping from the Lifehacker - click.,non-leader
"Yes, reuse worked. It made my function much simpler.",non-leader
Think how you can apply previous get_compliment function.,non-leader
"if char in dna: Just checks whether the char is present in dna, but does not change it to its compliment.Try to translate into Python the following:for each character in dna, the previous get_compliment function must be applied, then the changed char (its compliment as a result of the get_compliment function) is to be added to the ""accumulator"", and finally, the accumulated is to be returned.",non-leader
"Or otherwise, like it was for a student in respect of Exercise 7 (I've seen such message in the forum), when he used x.__setitem__(i, y) insdead of x[i]=y and failed that question, though he was technically right. Some of our answers to the final exam may be technically correct, but not evaluated as such by automated tool. So the review of the results performed by our dear Instructors can make our grades worse or better, but it'll be a fairest evaluation both by machine and human.Another reason I think it is made so not to reveal whether answers were correct or not till the Hard Deadline. There are many ways to violate the Honor Code.",non-leader
"Got the same question, thank you for the explanation. I thougth about s[i:i + 1] as of a combination of i:i and 1, though it is actually a combination of i: and i + 1.",non-leader
"code removedand I still can't get 42/41, though the function seems to be working correctly. Am I wrong?",non-leader
"No, it counts vertical TO ",non-leader
can anyone help please? this is my codewords_file = []   for line in words_file:       rows = []       for letter in line:           rows.append(letter)       words_file.append(rows)   return words_fileand i got this failureFAILURE: AssertionError False is not true : The length of the result is incorrect for a one-line file.what should I change in my code?,non-leader
this is the failure :FAILURE: AssertionError False is not true : The length of the result is incorrect for a one-line file.,non-leader
now I changed my codewords_file = []   for line in words_file:       rows = []       for letter in line:           rows.append(letter)       words_file.append(rows)return words_fileand it returns me just empty list.. please help.,non-leader
