line,parent,turnlabel,Session,Condition,user,content,len,Offtask,Cheating,AT,Reas,Trans,Neg,Het
762,-1,str762,D,ns,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,m
763,762,str763,D,ns,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a2,he
764,763,str764,D,ns,s059       ,who is this,0,no,no,no,no,no,k2,na
765,764,str765,D,ns,s062       ,62 is {s062},0,no,no,no,no,no,k1,m
766,765,str766,D,ns,Tutor,"s056,s059,s062... i didn't get your names yet.",0,no,no,no,no,no,k1,m
767,766,str767,D,ns,s059       ,who is {s062},0,no,no,no,no,no,k2,na
768,767,str768,D,ns,Tutor,"Hi S056 you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
769,768,str769,D,ns,Tutor,"S059, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
770,769,str770,D,ns,s056       ,it is goin 2 get heavier,0,no,no,no,reas,ex,k1,m
771,770,str771,D,ns,Tutor,"Ok... So the Explainer is S062. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
772,771,str772,D,ns,s062       ,kid in the grey hood,0,no,no,no,no,no,k1,m
773,772,str773,D,ns,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
774,773,str774,D,ns,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
775,774,str775,D,ns,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
776,775,str776,D,ns,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
777,776,str777,D,ns,s059       ,okay now what do we do?,0,no,no,no,no,no,k2,na
778,777,str778,D,ns,s062       ,somthing about the egg,0,no,no,no,no,no,k1,m
779,778,str779,D,ns,s059       ,okay i am about to ask them for more information on this,0,no,no,no,no,no,a1,m
780,779,str780,D,ns,s059       ,would you stop saying the same thing ovae and over omqq,0,no,no,no,no,no,a2,he
781,780,str781,D,ns,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,reas,ex,k1,m
782,781,str782,D,ns,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
783,782,str783,D,ns,s062       ,i think were suppose to work on our prediction,0,no,no,at,no,no,a1,he
784,783,str784,D,ns,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
785,784,str785,D,ns,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,a2,m
786,785,str786,D,ns,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
787,786,str787,D,ns,s059       ,umm a you can say that when you mix them together the colors will change and something may happen..okay,0,no,no,no,reas,ex,k1,he
788,787,str788,D,ns,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
789,788,str789,D,ns,s062       ,wacth the video,0,no,no,no,no,no,a2,m
790,789,str790,D,ns,s059       ,okay so do you want to put that down,0,no,no,no,no,no,a2,he
791,790,str791,D,ns,s056       ,who is this anyway,0,no,no,no,no,no,k2,na
792,791,str792,D,ns,Tutor,Is everyone back?,0,no,no,no,no,no,k2,na
793,792,str793,D,ns,s059       ,{s059}...and we can say when you mix them together the color changes and they have different weight,0,no,no,no,reas,tr,k1,he
794,793,str794,D,ns,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
795,794,str795,D,ns,s062       ,glucose will dissolve in the distilled water,0,no,no,no,reas,ex,k1,m
796,795,str796,D,ns,s059       ,put in what box,0,no,no,no,no,no,o,na
797,796,str797,D,ns,s062       ,predicted change,0,no,no,no,no,no,o,na
798,797,str798,D,ns,s059       ,umm or you going to say somthinq back,0,no,no,no,no,no,o,na
799,798,str799,D,ns,s059       ,thanks,0,no,no,no,no,no,o,na
800,799,str800,D,ns,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,he
801,800,str801,D,ns,s059       ,iin thee ontha box ii put when they are put together they will dissolve in the distilled water....okay,0,no,no,no,no,no,k1,m
802,801,str802,D,ns,s056       ,{s059} guess who this is,0,pre,no,no,no,no,a2,na
803,802,str803,D,ns,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,m
804,803,str804,D,ns,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,he
805,804,str805,D,ns,s056       ,come on,0,no,no,no,no,no,o,na
806,805,str806,D,ns,s062       ,for explanation for prediction box it is we cant see glucose once it goes into water,0,no,no,no,no,no,k1,m
807,806,str807,D,ns,s056       ,who is s062,0,post,no,no,no,no,k2,na
808,807,str808,D,ns,s062       ,{s062},0,post,no,no,no,no,k1,m
809,808,str809,D,ns,s056       ,hey buddy,0,post,no,no,no,no,o,na
810,809,str810,D,ns,s062       ,whos 56,0,post,no,no,no,no,k2,na
811,810,str811,D,ns,s059       ,put iin thee otha box they dunt dissolve in thee water...,0,no,post,no,no,no,a2,m
812,811,str812,D,ns,s059       ,who iis 56,0,post,no,no,no,no,k2,na
813,812,str813,D,ns,s056       ,have u heaard about the word,0,post,no,no,no,no,k2,na
814,813,str814,D,ns,s059       ,who iis 56,0,post,no,no,no,no,k2,na
815,814,str815,D,ns,s056       ,y u wanna kno,0,post,no,no,no,no,k2,na
816,815,str816,D,ns,s059       ,bjus yuee are twalkinq tew me,0,post,no,no,no,no,o,m
817,816,str817,D,ns,s056       ,i will give u a hint im in ur class,0,post,no,no,no,no,o,m
818,817,str818,D,ns,s062       ,i would never guessed,0,post,no,no,no,no,o,he
819,818,str819,D,ns,s056       ,yessssssssss southside sabers,0,post,no,no,no,no,o,na
820,-1,str820,D,dir,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,m
821,820,str821,D,dir,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a1,he
822,821,str822,D,dir,S060       ,IM {s060}!!!:),0,no,no,no,no,no,k1,m
823,822,str823,D,dir,Tutor,"Hi {s060} you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
824,823,str824,D,dir,Tutor,"s063,s057... i didn't get your names yet.",0,no,no,no,no,no,k1,m
825,824,str825,D,dir,s063       ,im {s063},0,no,no,no,no,no,k1,m
826,825,str826,D,dir,Tutor,"{s063}, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
827,826,str827,D,dir,s057       ,I think it is going to get heavier,0,no,no,no,reas,ex,k1,he
828,827,str828,D,dir,Tutor,"Ok... So the Explainer is S057. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
829,828,str829,D,dir,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
830,829,str830,D,dir,S060       ,WHO IS IN MY GROUPP??,0,no,no,no,no,no,k2,na
831,830,str831,D,dir,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
832,831,str832,D,dir,s057       ,{s057} who is in my group,0,no,no,no,no,no,k2,na
833,832,str833,D,dir,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
834,833,str834,D,dir,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
835,834,str835,D,dir,Tutor,"{s063}, do you agree with what S057 is saying?",0,no,no,at,no,no,k2,na
836,835,str836,D,dir,S060       ,Wait I'm confusedd please explain this again,0,no,no,at,no,no,k2,he
837,836,str837,D,dir,s057       ,the egg will get bigger,0,no,no,no,reas,ex,k1,m
838,837,str838,D,dir,s057       ,heavier,0,no,no,no,no,no,k1,m
839,838,str839,D,dir,s063       ,i agree with s057,0,no,no,no,no,no,o,he
840,839,str840,D,dir,Tutor,"{s060}, do you agree with what S057 is saying?",0,no,no,at,no,no,k2,na
841,840,str841,D,dir,s063       ,i cant understand.,0,no,no,no,no,no,o,he
842,841,str842,D,dir,S060       ,"wait so it's me,{s063},and {s057}?? why are we talking about eggs?",0,no,no,no,no,no,k2,he
843,842,str843,D,dir,s063       ,oo ok. i got it,0,no,no,no,no,no,k1,m
844,843,str844,D,dir,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,reas,ex,k1,m
845,844,str845,D,dir,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
846,845,str846,D,dir,s057       ,this guy is smart,0,pre,no,no,no,no,o,m
847,846,str847,D,dir,S060       ,he may be smart but I am lost!!!,0,no,no,no,no,no,o,he
848,847,str848,D,dir,S060       ,YO ALEX HELP ME OUT HERE!!!,0,no,no,no,no,no,a2,m
849,848,str849,D,dir,s063       ,Im lost!!!!!!!,0,no,no,no,no,no,k2,m
850,849,str850,D,dir,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
851,850,str851,D,dir,Tutor,"S057, why dont you do explain the reasons behind what {s060} is saying.",0,no,no,at,no,no,a2,he
852,851,str852,D,dir,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,a2,m
853,852,str853,D,dir,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
854,853,str854,D,dir,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
855,854,str855,D,dir,S060       ,{s060} is very confused!,0,no,no,no,no,no,k1,m
856,855,str856,D,dir,s063       ,Video with no sound,0,no,no,no,no,no,k1,m
857,856,str857,D,dir,Tutor,Is everyone back?,0,no,no,no,no,no,k2,na
858,857,str858,D,dir,s057       ,hi alex,0,no,no,no,no,no,o,na
859,858,str859,D,dir,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
860,859,str860,D,dir,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,he
861,860,str861,D,dir,S060       ,guess what guys!,0,no,no,no,no,no,o,na
862,861,str862,D,dir,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,na
863,862,str863,D,dir,S060       ,I'm confused and annnnddd I have no idea whats going onn!!!,0,no,no,no,no,no,k2,m
864,863,str864,D,dir,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,na
865,864,str865,D,dir,s057       ,bluecost can go anywere and strach cant go everywere,0,no,no,no,no,no,k1,m
866,865,str866,D,dir,s063       ,ok bye,0,no,no,no,no,no,o,na
867,866,str867,D,dir,S060       ,byee alex!!!,0,no,no,no,no,no,o,na
868,867,str868,D,dir,S060       ,love youu!!<3,0,no,no,no,no,no,o,na
869,868,str869,D,dir,S060       ,wait who is the yellow person?,0,post,no,no,no,no,k2,na
870,869,str870,D,dir,s063       ,wht u mean by yellow perosn?,0,post,no,no,no,no,o,na
871,870,str871,D,dir,S060       ,like who is the person who has the yellow font!lol,0,post,no,no,no,no,o,na
872,871,str872,D,dir,S060       ,well then can you please explain to me what is going onn!,0,no,no,no,no,no,a2,he
873,872,str873,D,dir,s063       ,idk either!!!!!!,0,no,no,no,no,no,o,na
874,873,str874,D,dir,S060       ,aww poop!,0,no,no,no,no,no,o,na
875,874,str875,D,ind,Tutor,"Hi all! Today, each of you will be both the instructor and the student. Each of you will be responsible for looking for opportunities for a specific discussion strategy to be used in the conversation.",0,no,no,no,no,no,a2,he
876,875,str876,D,ind,Tutor,Lets get started by introducing ourselves. I am Alex.,0,no,no,no,no,no,a1,he
877,876,str877,D,ind,s064       ,who is in my group,0,no,no,no,no,no,k2,na
878,877,str878,D,ind,Tutor,"s058,s061,s064... i didn't get your names yet.",0,no,no,no,no,no,k1,m
879,878,str879,D,ind,Tutor,"Hi S058 you are the Revoicer. When an explanation or idea is given which would benefit from revoicing, please encourage one of your team mates to do so, for example, by asking them to explain what was said in their own words.",0,no,no,no,no,no,a2,he
880,879,str880,D,ind,Tutor,"S061, you are the Challenger. When you see a statement being made (whether it is right or wrong) which would benefit from being challenged, please encourage one of your team mates to do so, for example, by asking them whether they agree or disagree with what was said, and why.",0,no,no,no,no,no,a2,he
881,880,str881,D,ind,Tutor,"Ok... So the Explainer is S064. When you see a place where it would be good to get more explanation, you can encourage one of your team mates to do that, for example, by inviting that person to add on to what the other student has already said.",0,no,no,no,no,no,a2,he
882,881,str882,D,ind,Tutor,"You should probably all mark an X opposite your role in the book, so you won't forget.",0,no,no,no,no,no,a2,he
883,882,str883,D,ind,Tutor,Its nice to meet you all. :) Please make sure you have understood what you are responsible for.,0,no,no,no,no,no,a2,he
884,883,str884,D,ind,Tutor,"In condition A, we placed a glucose solution inside the cell model and immerse it in distilled water. In condition B, we did the opposite.",0,no,no,no,no,no,k1,m
885,884,str885,D,ind,Tutor,Please discuss what you predict will happen in these two conditions.,0,no,no,no,no,no,a2,he
886,885,str886,D,ind,s064       ,need help,0,no,no,no,no,no,a2,m
887,886,str887,D,ind,s061       ,Who is s058,0,pre,no,no,no,no,k2,na
888,887,str888,D,ind,s064       ,the guy over there in the grey hoody,0,pre,no,no,no,no,k1,m
889,888,str889,D,ind,Tutor,"S061, can you check if S058 agrees with S064.",0,no,no,no,no,no,a2,he
890,889,str890,D,ind,s058       ,need help,0,no,no,no,no,no,a2,m
891,890,str891,D,ind,s064       ,hello do you argee,0,no,no,at,no,no,k2,na
892,891,str892,D,ind,s061       ,WHO NEEDS HELP?,0,no,no,no,no,no,k2,na
893,892,str893,D,ind,s058       ,who is s064,0,pre,no,no,no,no,k2,na
894,893,str894,D,ind,s064       ,do you understand,0,no,no,at,no,no,k2,na
895,894,str895,D,ind,Tutor,"In condition C, we made a modification to condition A. We replace the glucose solution with a starch suspension. In order to detect the presence of starch, we replace the distilled water with Lugol's Iodine solution.",0,no,no,no,reas,ex,k1,m
896,895,str896,D,ind,Tutor,You should now move on to discussing what will happen in Condition C and your explanation for this change.,0,no,no,no,no,no,a2,he
897,896,str897,D,ind,s061       ,i am lost to what is going on here im so confused,0,no,no,no,no,no,k2,na
898,897,str898,D,ind,Tutor,"When you are in agreement, write down your predictions and explanations for Conditions A, B and C on your worksheet.",0,no,no,no,no,no,a2,m
899,898,str899,D,ind,s058       ,same here s064,0,no,no,no,no,no,o,na
900,899,str900,D,ind,s058       ,i mean 61,0,no,no,no,no,no,o,he
901,900,str901,D,ind,Tutor,"You are now going to watch a video showing the cell in Conditions A, B and C.",0,no,no,no,no,no,a2,m
902,901,str902,D,ind,Tutor,"As you watch the video, write down your observations on your worksheet.",0,no,no,no,no,no,a2,m
903,902,str903,D,ind,Tutor,"Go to the Videos folder on the Desktop, and watch the video which is there.",0,no,no,no,no,no,a2,m
904,903,str904,D,ind,s064       ,descuss what will happen with a b c,0,no,no,no,no,no,a2,m
905,904,str905,D,ind,s061       ,what about 61,0,pre,no,no,no,no,k2,na
906,905,str906,D,ind,s058       ,iz that all we gonna do,0,pre,no,no,no,no,k2,na
907,906,str907,D,ind,s061       ,idk who is sayin 61,0,pre,no,no,no,no,k2,na
908,907,str908,D,ind,s058       ,who are,0,pre,no,no,no,no,k2,na
909,908,str909,D,ind,s064       ,watch the video,0,no,no,no,no,no,a2,m
910,909,str910,D,ind,s061       ,who is s058???,0,pre,no,no,no,no,k2,na
911,910,str911,D,ind,s061       ,oh thanks,0,pre,no,no,no,no,o,na
912,911,str912,D,ind,s058       ,who iz that 64,0,pre,no,no,no,no,k2,na
913,912,str913,D,ind,s061       ,who is s064,0,pre,no,no,no,no,k2,na
914,913,str914,D,ind,s064       ,{s064},0,pre,no,no,no,no,k1,m
915,914,str915,D,ind,s061       ,who is the revoicer???,0,pre,no,no,no,no,k2,na
916,915,str916,D,ind,Tutor,Are you guys back?,0,no,no,no,no,no,k2,na
917,916,str917,D,ind,s061       ,yes i am back thanks,0,no,no,no,no,no,k1,m
918,917,str918,D,ind,Tutor,Now discuss what you observed in the video about conditions A and B. Compare what you observed to your predictions.,0,no,no,no,no,no,a2,m
919,918,str919,D,ind,s058       ,so wht do u think 0s64,0,no,no,at,no,no,k2,na
920,919,str920,D,ind,s061       ,who said hi alex?,0,pre,no,no,no,no,k2,na
921,920,str921,D,ind,Tutor,You should now move on to discussing what you observed in the video about condition C. Compare what you observed to your predictions. How is this different from what happened in condition A?,0,no,no,no,no,no,a2,m
922,921,str922,D,ind,s061       ,Questions S058?,0,no,no,no,no,no,k2,na
923,922,str923,D,ind,s058       ,in Condition a the glucose was inside and the water was outside,0,no,no,no,no,no,k1,m
924,923,str924,D,ind,Tutor,Lets spend the rest of the time we have discussing your observations from all the three conditions.,0,no,no,no,no,no,a2,he
925,924,str925,D,ind,Tutor,Discuss explanations of what you observed in each condition and make sure you fill in your explanations on your worksheets.,0,no,no,no,no,no,a2,m
926,925,str926,D,ind,Tutor,"S064, now would be a good time to ask S061 to build on what S058 is saying.",0,no,no,no,no,no,a2,he
927,926,str927,D,ind,s061       ,s058 yes,0,no,no,no,no,no,k1,m
928,927,str928,D,ind,s058       ,who is challenger,0,no,no,no,no,no,k2,na
929,928,str929,D,ind,s061       ,ya leave people alone,0,pre,no,no,no,no,o,na
930,929,str930,D,ind,s064       ,who care,0,pre,no,no,no,no,o,na
931,930,str931,D,ind,s061       ,how rude,0,pre,no,no,no,no,o,na
932,931,str932,D,ind,s058       ,common guys,0,pre,no,no,no,no,o,na
933,932,str933,D,ind,s064       ,i did not type yene,0,pre,no,no,no,no,o,m
934,933,str934,D,ind,s058       ,discuss abt this topic,0,no,no,at,no,no,a2,m
935,934,str935,D,ind,Tutor,"Ok, I gotta go.",0,no,no,no,no,no,o,na
936,935,str936,D,ind,Tutor,It was nice talking to you all. :-),0,no,no,no,no,no,o,na
937,936,str937,D,ind,s061       ,yup same to u alex,0,no,no,no,no,no,o,na
938,937,str938,D,ind,s064       ,no you guy need to watch the video and than talk about it,0,no,no,no,no,no,a2,m
939,938,str939,D,ind,s061       ,you guy huh,0,post,no,no,no,no,o,na
940,939,str940,D,ind,s061       ,criticize,0,post,no,no,no,no,o,na
941,940,str941,D,ind,s064       ,stop critisizeing me and work,0,post,no,no,no,no,a2,m
942,941,str942,D,ind,s061       ,ok thanks {s064},0,post,no,no,no,no,o,na
943,942,str943,D,ind,s064       ,.and help,0,no,no,no,no,no,a2,m
944,943,str944,D,ind,s061       ,do u have any questions?,0,no,no,no,no,no,k2,na
945,944,str945,D,ind,s064       ,yes what is c!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,post,post,no,no,no,o,na
946,945,str946,D,ind,s061       ,For what hour!!!!!!!!!!!!!!!!!!!!!!!!!,0,no,post,no,no,no,o,na
947,946,str947,D,ind,s061       ,It loses weight and color sir thank you,0,no,post,no,no,no,k1,m
948,947,str948,D,ind,s061       ,who is S063,0,post,no,no,no,no,k2,na
949,948,str949,D,ind,s064       ,numbers please,0,no,post,no,no,no,o,na
950,949,str950,D,ind,s061       ,who did those empty lines what's wrong with your brain?,0,post,no,no,no,no,k2,na
951,950,str951,D,ind,s064       ,english,0,post,no,no,no,no,o,na
952,951,str952,D,ind,s061       ,just playing {s064},0,post,no,no,no,no,o,na
953,952,str953,D,ind,s058       ,wats ur obesrvation for Condition B,0,no,post,no,no,no,k2,na
954,953,str954,D,ind,s061       ,It loses weight colors are different,0,no,post,no,no,no,k1,m
955,954,str955,D,ind,s058       ,hw abt c,0,no,post,no,no,no,k2,na
956,955,str956,D,ind,s061       ,who is S058,0,post,no,no,no,no,k2,na
957,956,str957,D,ind,s058       ,unknown guy,0,post,no,no,no,no,k1,na
958,957,str958,D,ind,s064       ,58 put your hand up,0,post,no,no,no,no,a2,m
959,958,str959,D,ind,s061       ,you have a dumb alias,0,post,no,no,no,no,o,m
960,959,str960,D,ind,s064       ,i see you,0,post,no,no,no,no,o,he
961,960,str961,D,ind,s061       ,who is it {s064},0,post,no,no,no,no,k2,na
962,961,str962,D,ind,s061       ,i think its {s056},0,post,no,no,no,no,k1,he
963,962,str963,D,ind,s064       ,you are next to {s057},0,post,no,no,no,no,k1,m
964,963,str964,D,ind,s058       ,who is {s057}?,0,post,no,no,no,no,k1,na
